#hashtags;application-site
Google Finance;application-site
Google Finance-posting;application-site
Google Firebase;application-site
Google Fusion Tables;application-site
Google Images;application-site
Google Keep;application-site
Google Location Service;application-site
Google Maps;application-site
Google Maps-web api;application-site
Google Music;application-site
Google News;application-site
Google Photos;application-site
Google Play;application-site
Google Plus;application-site
Google Plus Widgets;application-site-category
Google Plus Widgets;application-site-category
Google Plus-games;application-site
Google Plus-posting;application-site
Google reCAPTCHA;application-site
Google Safe Browsing;application-site
Google Search;application-site
Google Services;application-site
Google SiteMap Automator;application-site
Google Sites;application-site
Google Social Plugins;application-site
Google Stackdriver;application-site
Google Toolbar;application-site
Google Translate;application-site
Google Video;application-site
Google Video-enterprise;application-site
Google Voice Search;application-site
Google-duo;application-site
Googlebot;application-site
gooImage;application-site
GoPets;application-site
gopher;service-tcp
Gopher Protocol;application-site
Goplan;application-site
Gorealra;application-site
GoSquared;application-site
Gossip Corporate Messenger;application-site
Gossup;application-site
Got mirror?;application-site
Goth Passions;application-site
GoToAssist;application-site
GoToAssist-RemoteSupport;application-site
GoToMeeting/GoToWebinar;application-site
GoToMeeting/GoToWebinar-file transfer;application-site
GoToMyPC;service-tcp
GoToMyPC (Remote Desktop);application-site
GoToMyPC-chat;application-site
GoToMyPC-desktop sharing;application-site
GoToMyPC-file transfer;application-site
GoToMyPC-printing;application-site
GoToMyPC-remote control;application-site
GotZapp;application-site
Goverlan;application-site
Government / Military;application-site-category
Government / Military;application-site-category
Gowalla;application-site
GoYap;application-site
gpass proxy;application-site
gPodder;application-site
GPS Data;CpmiPatternDataType
GPS Mission;application-site
Graboid Video;application-site
GraceNote;application-site
Graduates;application-site
GrandBiiliards;application-site
GrandReporter;application-site
Graphic Design File;CpmiFileDataType
Gravatar;application-site
Gravatar Profile;application-site
gre;service-other
Great Wisdom;application-site
GreatNews;application-site
GREE;application-site
Greece Classification Terms;CpmiWordsDataType
Greece IBAN;CpmiPatternDataType
Greece VAT Registration Number - AFM;CpmiPatternDataType
GreedyTorrent;application-site
Green Social Network;application-site
greendrinksvictoria;application-site
Greenland IBAN;CpmiPatternDataType
Greenvoice;application-site
GreenVPN;application-site
Greeting Cards;application-site-category
Grenada Phone Numbers;CpmiPatternDataType
Greystripe;application-site
GridFTP;application-site
Gridinsoft Backup;application-site
Grokster;application-site
Grono;application-site
Groove;application-site
Groove Music;application-site
grooveshark;application-site
Groovr;application-site
GroupSwim;application-site
GroupTweet;application-site
Grub;application-site
GSiteCrawler;application-site
GTP Prime Protocol;application-site
GTP Protocol;application-site
gtp_additional_v2_default;service-gtp
gtp_mm_v0_default;service-gtp
gtp_mm_v1_default;service-gtp
gtp_mm_v2_default;service-gtp
gtp_v0_default;service-gtp
gtp_v0_path_mgmt;service-other
gtp_v1_default;service-gtp
gtp_v1_path_mgmt;service-other
gtp_v2_default;service-gtp
gtp_v2_path_mgmt;service-other
Guacamole;application-site
Guangzhou Stuff;application-site
Guardster;application-site
Guatemala Classification Terms;CpmiWordsDataType
Guba;application-site
Guild Wars;application-site
Gulper Web Bot;application-site
Gun Lovers Passions;application-site
GunRox;application-site
gURL Checker;application-site
GurujiBot;application-site
Gwap;application-site
Gyao;application-site
Gyazo;application-site
H.245 Protocol;application-site
H.248;application-site
H.323 Protocol;application-site
H323;service-tcp
H323_any;service-tcp
H323_ras;service-udp
H323_ras_only;service-udp
Habbo;application-site
HackaTack_31785;service-tcp
HackaTack_31787;service-tcp
HackaTack_31788;service-tcp
HackaTack_31789;service-udp
HackaTack_31790;service-tcp
HackaTack_31791;service-udp
HackaTack_31792;service-tcp
HackBot;application-site
Hacking;application-site-category
Hadoop;application-site
Hadoop-hbase;application-site
Hadoop-hdfs;application-site
Hadoop-mapreduce;application-site
Haiti Classification Terms;CpmiWordsDataType
hakiaBot;application-site
hali;application-site
Halite;application-site
Hamachi;application-site
Hami Cloud;application-site
Hami Cloud-mail;application-site
Hami Cloud-mail-upload;application-site
Hami Cloud-upload;application-site
Handcent SMS;application-site
Handipoints;application-site
hangame;application-site
Hangouts;application-site
Hangouts-audio-video;application-site
Hangouts-chat;application-site
Hangouts-download;application-site
Hangouts-file transfer;application-site
Hangouts-sharing;application-site
Hangouts-upload;application-site
Hans;application-site
HappyFox;application-site
HappyHoliday;application-site
happyworld;application-site
Harman HiQnet;application-site
harmon.ie for Google Docs;application-site
Hart IP;application-site
Hart IP - Keep Alive Request;application-site
Hart IP - Keep Alive Response;application-site
Hart IP - Pass Through Request;application-site
Hart IP - Pass Through Response;application-site
Hart IP - Session Close Request;application-site
Hart IP - Session Close Response;application-site
Hart IP - Session Initiate Request;application-site
Hart IP - Session Initiate Response;application-site
Hasoffers;application-site
Hasoffers-upload;application-site
Hate / Racism;application-site-category
Hatena Crawler;application-site
Hawkee;application-site
Hay Day;application-site
HBO;application-site
HBO Go;application-site
hbtronix.spider;application-site
hclsreport-crawler;application-site
hdbits.org;application-site
HDCP2 over TCP;application-site
Health;application-site-category
Health;application-site-category
Healthy Traditions Network;application-site
heardontv.com;application-site
Hearthstone;application-site
HeavyMail;application-site
Hello Kitty Online;application-site
Help Scout;application-site
HelpBeam;application-site
HenryTheMiragoRobot;application-site
Here Maps;application-site
Heroku;application-site
Hexatech VPN;application-site
HeyTell;application-site
Heyzap;application-site
Hi5;application-site
Hi5Robot;application-site
Hibox;application-site
Hide All IP;application-site
Hide My Ass;application-site
Hide My IP;application-site
Hide My Way;application-site
Hide.me;application-site
Hideman VPN;application-site
HideMe VPN;application-site
HideMyAss! Pro VPN;application-site
HiDrive;application-site
High Bandwidth;application-site-category
High Risk;application-site-category
high_udp_for_secure_SCCP;service-other
Highfive;application-site
Highrise;application-site
Highrise-download;application-site
Highrise-upload;application-site
Hightail;application-site
Hightail-download;application-site
Hightail-upload;application-site
Hike Messenger;application-site
Hikers Passions;application-site
Hikvision Streaming - Disconnect;application-site
HiNet webmail;application-site
HIP;application-site
HIPAA - Common Medical Terms;CpmiDictionaryDataType
HIPAA - Common Medical Terms - 20 or more;CpmiCompoundDataType
HIPAA - HCPCS;CpmiGroupDataType
HIPAA - HCPCS - CPT;CpmiCompoundDataType
HIPAA - HCPCS - CPT Codes;CpmiDictionaryDataType
HIPAA - HCPCS - CPT Terms;CpmiDictionaryDataType
HIPAA - HCPCS - DME;CpmiCompoundDataType
HIPAA - HCPCS - DME Codes;CpmiDictionaryDataType
HIPAA - HCPCS - DME Terms;CpmiDictionaryDataType
HIPAA - ICD-9;CpmiDictionaryDataType
HIPAA - LOINC;CpmiCompoundDataType
HIPAA - LOINC Codes;CpmiDictionaryDataType
HIPAA - LOINC Terms;CpmiDictionaryDataType
HIPAA - Medical Document;CpmiCompoundDataType
HIPAA - Medical Record Files;CpmiFileDataType
HIPAA - Medical Record Number - MRN;CpmiPatternDataType
HIPAA - Medical Terms and Codes;CpmiGroupDataType
HIPAA - NDC;CpmiCompoundDataType
HIPAA - NDC - Dosage Forms;CpmiDictionaryDataType
HIPAA - NDC - Drug Firm Codes;CpmiDictionaryDataType
HIPAA - NDC - Drug Firm Names;CpmiDictionaryDataType
HIPAA - NDC - Drug Firms;CpmiCompoundDataType
HIPAA - NDC - Drug Package Types;CpmiDictionaryDataType
HIPAA - NDC - Drug Product Names;CpmiDictionaryDataType
HIPAA - NDC - Manufacturing Facilities;CpmiCompoundDataType
HIPAA - NDC - Manufacturing Facilities Codes;CpmiDictionaryDataType
HIPAA - NDC - Manufacturing Facilities Names;CpmiDictionaryDataType
HIPAA - NDC - Routes of Drug Administration;CpmiDictionaryDataType
HIPAA - NDC - Unit Codes;CpmiDictionaryDataType
HIPAA - Protected Health Information;CpmiCompoundDataType
Historical Oltec GmbH;application-site
HIV Passions;application-site
Hiworks-download;application-site
Hiworks-upload;application-site
HKTV-video;application-site
HL7;application-site
HL_ftien_spider;application-site
HMSE_Robot;application-site
HMSEbot;application-site
Hobnox.com;application-site
Hola;application-site
HollywoodPrize;application-site
holmes;application-site
HolmesBot;application-site
home-agent-address-discovery;service-icmp6
home-agent-address-discovery2;service-icmp6
Honduras Classification Terms;CpmiWordsDataType
Honeywell TotalConnect;application-site
Hong Kong Classification Terms;CpmiWordsDataType
Hong Kong Identity Card - with Check Digit;CpmiPatternDataType
Hong Kong Identity Card - without Check Digit;CpmiPatternDataType
Hong Kong Toolbar;application-site
HootSuite;application-site
HOPOPT Protocol;application-site
Horde;application-site
Hordit;application-site
Horror Passions;application-site
Horseland.com;application-site
Hospitality Club;application-site
Host-A Hosting;application-site
Hostcrawler;application-site
HostedFTP;application-site
Hot Gloo;application-site
Hot or Not;application-site
Hot Standby Router Protocol (HSRP);application-site
Hot VPN;application-site
Hotfile;application-site
Hotline;service-group
Hotline Connect;application-site
Hotline_client;service-tcp
Hotline_tracker;service-udp
hotmodels;application-site
HotShare;application-site
Hotspot Shield;application-site
Hotstar;application-site
HotTeleClient;application-site
Hotwire;application-site
HoudahGeo;application-site
Houseparty;application-site
HouxouCrawler;application-site
HoverNews;application-site
